director_name,Alma mater,Notes,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Baltasar Kormákur,Iceland,,270,109,175,733,David O'Hara,24000,66489425,"['Action', 'Crime', 'Drama', 'Thriller']",J.K. Simmons,Contraband ,101977,26625,Lukas Haas,3,cocaine|contraband|drug lord|prison|smuggling,http://www.imdb.com/title/tt1524137/?ref_=fn_tt_tt_1,161,English,USA,R,25000000,2012,736,6.5,2.35,0
Craig Gillespie,School of Visual Arts,,151,124,44,367,Suraj Sharma,4000,36447959,"['Biography', 'Drama', 'Sport']",Jon Hamm,Million Dollar Arm ,35833,6393,Gregory Alan Williams,0,baseball|based on true story|india|sports agent|training,http://www.imdb.com/title/tt1647668/?ref_=fn_tt_tt_1,96,English,USA,PG,25000000,2014,774,7,2.39,10000
Rupert Wyatt,UK,,175,111,81,81,Cjon Saulsberry,3000,33631221,"['Crime', 'Drama', 'Thriller']",George Kennedy,The Gambler ,48559,3784,Griffin Cleveland,1,dog|gambler|gambling|gangster|professor,http://www.imdb.com/title/tt2039393/?ref_=fn_tt_tt_1,145,English,USA,R,25000000,2014,571,6,2.35,0
John Wells,Carnegie Mellon University,,322,121,53,8000,Meryl Streep,19000,37738400,['Drama'],Benedict Cumberbatch,August: Osage County ,67797,39690,Julia Roberts,3,based on play|incestuous relationship|pedophilia|secret|teenage daughter,http://www.imdb.com/title/tt1322269/?ref_=fn_tt_tt_1,285,English,USA,R,25000000,2013,11000,7.3,2.35,30000
David R. Ellis,NaN,,231,90,160,852,Joel David Moore,963,18860403,"['Horror', 'Thriller']",Chris Zylka,Shark Night 3D ,20823,4952,Katharine McPhee,0,lake|louisiana|redneck|shark|vacation,http://www.imdb.com/title/tt1633356/?ref_=fn_tt_tt_1,130,English,USA,PG-13,25000000,2011,936,4,1.85,0
Ivan Reitman,Canada,,159,110,425,148,Chi McBride,3000,28831145,"['Drama', 'Sport']",Jennifer Garner,Draft Day ,39357,3757,Patrick St. Esprit,1,cleveland browns|head coach|linebacker|nfl|team owner,http://www.imdb.com/title/tt2223990/?ref_=fn_tt_tt_1,113,English,USA,R,25000000,2014,466,6.8,2.35,14000
Gavin O'Connor,University of Pennsylvania,,317,140,149,581,Frank Grillo,27000,13651662,"['Drama', 'Sport']",Tom Hardy,Warrior ,332276,29692,Kevin Dunn,1,alcoholic|mixed martial arts|return home|tournament|underdog,http://www.imdb.com/title/tt1291584/?ref_=fn_tt_tt_1,514,English,USA,PG-13,25000000,2011,798,8.2,2.35,77000
Ole Bornedal,NaN,,264,92,30,309,Madison Davenport,941,49122319,"['Horror', 'Thriller']",Kyra Sedgwick,The Possession ,47169,2348,Natasha Calis,0,basketball coach|box|jewish|rabbi|yard sale,http://www.imdb.com/title/tt0431021/?ref_=fn_tt_tt_1,162,English,USA,PG-13,14000000,2012,459,5.9,2.35,17000
Rod Lurie,US Millitary Academy,,190,110,37,268,Laz Alonso,10000,10324441,"['Action', 'Drama', 'Thriller']",Alexander Skarsgård,Straw Dogs ,27117,11431,Rhys Coiro,1,gang rape|panties pulled down|rape|rape victim|sexual humiliation,http://www.imdb.com/title/tt0999913/?ref_=fn_tt_tt_1,140,English,USA,R,25000000,2011,826,5.8,2.35,7000
Ridley Scott,"Royal College of Arts, UK",,336,138,0,1000,Brad Pitt,13000,16969390,"['Crime', 'Drama', 'Thriller']",Michael Fassbender,The Counselor ,80861,27797,Goran Visnjic,4,cunnilingus|drug trafficking|lawyer|no panties|shootout,http://www.imdb.com/title/tt2193215/?ref_=fn_tt_tt_1,431,English,USA,R,25000000,2013,11000,5.3,2.35,24000
Ericson Core,ArtCenter College of Design,,163,114,19,848,Edgar Ramírez,1000,28772222,"['Action', 'Crime', 'Sport', 'Thriller']",Ray Winstone,Point Break ,33958,3962,Delroy Lindo,1,athlete|extreme sports|fbi|fbi agent|heist,http://www.imdb.com/title/tt2058673/?ref_=fn_tt_tt_1,163,English,USA,PG-13,105000000,2015,897,5.3,2.35,37000
Gavin O'Connor,NaN,,123,98,149,439,Noah Emmerich,20000,1512815,"['Action', 'Drama', 'Western']",Natalie Portman,Jane Got a Gun ,8885,21414,Boyd Holbrook,0,brothel|death of husband|ex lover|haunted by the past|redemption,http://www.imdb.com/title/tt2140037/?ref_=fn_tt_tt_1,56,English,USA,R,25000000,2016,617,5.8,2.35,0
Tim Story,University of Southern California,,52,106,167,676,Regina Hall,966,65182182,"['Comedy', 'Romance']",Romany Malco,Think Like a Man Too ,15310,4830,David Walton,8,african american|imperative in title|las vegas nevada|nevada|wedding,http://www.imdb.com/title/tt2239832/?ref_=fn_tt_tt_1,38,English,USA,PG-13,24000000,2014,807,5.7,2.35,3000
Douglas McGrat,University of Southern California,,169,89,41,847,Busy Philipps,2000,9639242,"['Comedy', 'Romance']",Olivia Munn,I Don't Know How She Does It ,16437,5470,Jessica Szohr,0,black comedy|delivery boy|dinner|gym|punishment,http://www.imdb.com/title/tt1742650/?ref_=fn_tt_tt_1,68,English,USA,PG-13,24000000,2011,1000,4.9,1.85,0
George Clooney,Northern Kentucky University,,421,101,0,1000,Philip Seymour Hoffman,33000,40962534,['Drama'],Ryan Gosling,The Ides of March ,188652,57077,Jennifer Ehle,1,governor|intern|manager|ohio|politics,http://www.imdb.com/title/tt1124035/?ref_=fn_tt_tt_1,288,English,USA,R,12500000,2011,22000,7.1,2.35,22000
Spike Jonze,San Francisco Art Institute,,574,126,0,105,Brian Johnson,19000,25556065,"['Drama', 'Romance', 'Sci-Fi']",Scarlett Johansson,Her ,355126,19359,Matt Letscher,1,divorce|female frontal nudity|future|loneliness|operating system,http://www.imdb.com/title/tt1798709/?ref_=fn_tt_tt_1,748,English,USA,R,23000000,2013,128,8,1.85,148000
Lasse Hallström,NaN,,180,122,529,171,Charlotte Le Bon,820,54235441,"['Comedy', 'Drama']",Manish Dayal,The Hundred-Foot Journey ,52894,1484,Juhi Chawla,3,chef|haute cuisine|indian cuisine|michelin guide|restaurant,http://www.imdb.com/title/tt2980648/?ref_=fn_tt_tt_1,185,English,USA,PG,22000000,2014,201,7.3,2.35,55000
Christopher Spencer,NaN,,61,170,25,55,Amber Rose Revah,329,59696176,"['Biography', 'Drama', 'History']",Roma Downey,Son of God ,15448,775,Darwin Shaw,1,bare chested male bondage|crucifixion|loincloth|reference to god|resurrection,http://www.imdb.com/title/tt3210686/?ref_=fn_tt_tt_1,174,English,USA,PG-13,22000000,2014,134,5.6,2.35,15000
Ken Scott,"Montreal, Canada",,168,105,31,110,Bobby Moynihan,390,30659817,"['Comedy', 'Drama']",Jack Reynor,Delivery Man ,59805,1006,Matthew Daddario,10,children|identity|lawsuit|lawyer|sperm donor,http://www.imdb.com/title/tt2387559/?ref_=fn_tt_tt_1,95,English,USA,PG-13,26000000,2013,311,6.4,2.35,0
Paul McGuigan,NaN,,159,110,118,287,Spencer Wilding,11000,5773519,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",Daniel Radcliffe,Victor Frankenstein ,28621,12876,Daniel Mays,2,assistant|experiment|frankenstein|medical student|scientist,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,91,English,USA,PG-13,40000000,2015,1000,6,2.35,11000
David Bowers,UK,,88,94,42,517,Rachael Harris,975,49002815,"['Comedy', 'Family']",Zachary Gordon,Diary of a Wimpy Kid: Dog Days ,15665,3153,Karan Brar,2,best friend|camping|country club|no opening credits|summer vacation,http://www.imdb.com/title/tt2023453/?ref_=fn_tt_tt_1,35,English,USA,PG,22000000,2012,569,6.4,2.35,0
Gary Fleder,Boston University,,203,100,39,798,James Franco,26000,19783777,"['Action', 'Crime', 'Drama', 'Thriller']",Jason Statham,Homefront ,82804,39989,Frank Grillo,1,biker|biker gang|dea|dea agent|fight,http://www.imdb.com/title/tt2312718/?ref_=fn_tt_tt_1,154,English,USA,R,22000000,2013,11000,6.5,2.35,15000
David Palmer,NaN,,176,100,21,552,Tom Arnold,14000,13746550,"['Action', 'Comedy', 'Romance']",Bradley Cooper,Hit and Run ,29322,15922,Beau Bridges,5,gay cop|getaway driver|masturbation|penis|witness protection,http://www.imdb.com/title/tt2097307/?ref_=fn_tt_tt_1,104,English,USA,R,2000000,2012,618,6.1,2.35,0
Scott Cooper,NaN,,288,116,108,120,Sam Shepard,23000,11326836,"['Crime', 'Drama', 'Thriller']",Christian Bale,Out of the Furnace ,83171,24134,Dendrie Taylor,0,ambiguous ending|brother brother relationship|drug dealer|fight club|revenge,http://www.imdb.com/title/tt1206543/?ref_=fn_tt_tt_1,231,English,USA,R,22000000,2013,820,6.8,2.35,17000
Woody Allen,New York University,,275,112,11000,159,Judy Davis,385,16684352,"['Comedy', 'Romance']",Ornella Muti,To Rome with Love ,67893,1205,Alessandra Mastronardi,0,architect|celebrity|prostitute|shower|tourist,http://www.imdb.com/title/tt1859650/?ref_=fn_tt_tt_1,163,English,USA,R,17000000,2012,223,6.3,1.85,18000
David O. Russell,Amherst College,,539,122,737,14000,Robert De Niro,34000,132088910,"['Comedy', 'Drama', 'Romance']",Jennifer Lawrence,Silver Linings Playbook ,533607,72115,Bradley Cooper,0,adulterous wife|bipolar disorder|obsessive compulsive personality disorder|unhappy marriage|widow,http://www.imdb.com/title/tt1045658/?ref_=fn_tt_tt_1,692,English,USA,R,21000000,2012,22000,7.8,2.35,117000
Jodie Foster,Yale University,,276,91,0,220,Cherry Jones,34000,958319,['Drama'],Jennifer Lawrence,The Beaver ,39764,34705,Riley Thomas Stewart,0,beaver puppet|depression|dysfunctional family|puppet|speech,http://www.imdb.com/title/tt1321860/?ref_=fn_tt_tt_1,148,English,USA,PG-13,21000000,2011,242,6.7,2.35,17000
James Wan,"RMIT, Australia",,511,112,0,697,Lili Taylor,6000,137387272,"['Horror', 'Mystery', 'Thriller']",Mackenzie Foy,The Conjuring ,300110,9049,Hayley McFarland,0,based on true story|farmhouse|paranormal investigator|rhode island|supernatural power,http://www.imdb.com/title/tt1457767/?ref_=fn_tt_tt_1,807,English,USA,R,20000000,2013,960,7.5,2.35,131000
Ben Falcone,University of Illinois at Urbana-Champaign,,148,100,265,265,Mark Duplass,989,84518155,['Comedy'],Gary Cole,Tammy ,35965,2654,Ben Falcone,0,alcoholic|grandmother|highway travel|niagara falls|on the road,http://www.imdb.com/title/tt2103254/?ref_=fn_tt_tt_1,144,English,USA,R,20000000,2014,830,4.9,1.85,11000
Alexander Payne,Stanford University,,549,115,729,552,Nick Krause,8000,82624961,"['Comedy', 'Drama']",Shailene Woodley,The Descendants ,205284,9578,Beau Bridges,0,boating accident|daughters|father daughter relationship|hospital|marriage,http://www.imdb.com/title/tt1033575/?ref_=fn_tt_tt_1,439,English,USA,R,20000000,2011,727,7.3,2.35,22000
Steve McQueen,"University of Arts, London",,597,134,0,500,Scoot McNairy,2000,56667870,"['Biography', 'Drama', 'History']",Quvenzhané Wallis,12 Years a Slave ,439176,4251,Taran Killam,0,racism|separation from family|social injustice|torture|whipping,http://www.imdb.com/title/tt2024544/?ref_=fn_tt_tt_1,695,English,USA,R,20000000,2013,660,8.1,2.35,83000
Tyler Perry,NaN,,31,114,0,582,Tom Arnold,982,65623128,"['Comedy', 'Crime', 'Drama']",John Amos,Madea's Witness Protection ,7354,2753,Romeo Miller,5,critically bashed|culture shock|interracial relationship|madea series|ponzi scheme,http://www.imdb.com/title/tt2215285/?ref_=fn_tt_tt_1,50,English,USA,PG-13,20000000,2012,618,4.8,1.85,0
Boaz Yakin,New York University,,61,111,132,455,Joseph Julian Soria,1000,42652003,"['Adventure', 'Family']",Jay Hernandez,Max ,18915,2851,Edgar Arreola,0,afghanistan|death of marine|dog|dog adoption|man dog relationship,http://www.imdb.com/title/tt3369806/?ref_=fn_tt_tt_1,87,English,USA,PG,20000000,2015,465,6.8,2.35,33000
Tom McCarthy,Boston College,,474,128,310,77,Jamey Sheridan,745,44988180,"['Biography', 'Crime', 'Drama', 'History']",Billy Crudup,Spotlight ,195333,1058,Brian d'Arcy James,2,cover up|investigation|journalist|newspaper|sexual abuse,http://www.imdb.com/title/tt1895587/?ref_=fn_tt_tt_1,409,English,USA,R,20000000,2015,168,8.1,1.85,80000
Shawn Levy,Yale University,,156,103,189,949,Abigail Spencer,2000,34290142,"['Comedy', 'Drama']",Tina Fey,This Is Where I Leave You ,54242,4662,Jane Fonda,8,brother sister relationship|childhood home|man child|sibling|vomiting,http://www.imdb.com/title/tt1371150/?ref_=fn_tt_tt_1,145,English,USA,R,19800000,2014,1000,6.6,2.35,14000
John Luessenhop,University of Virginia,,282,92,34,322,Keram Malicki-Sánchez,383,34334256,"['Horror', 'Thriller']",Gunnar Hansen,Texas Chainsaw 3D ,35131,1945,Shaun Sipos,0,chainsaw|halloween|mansion|massacre|texas,http://www.imdb.com/title/tt1572315/?ref_=fn_tt_tt_1,255,English,USA,R,11000000,2013,333,4.8,2.35,16000
Malcolm D. Lee,Georgetown University,,153,88,92,636,Snoop Dogg,31000,32014289,['Comedy'],Marisa Saks,Scary Movie 5 ,50337,34319,Molly Shannon,8,2010s|ape|ballet|psychic|supernatural,http://www.imdb.com/title/tt0795461/?ref_=fn_tt_tt_1,177,English,USA,PG-13,20000000,2013,881,3.5,1.85,13000
Kevin Reynolds,Baylor University,,122,107,58,47,Jan Cornet,141,36874745,"['Action', 'Adventure', 'Drama', 'Mystery']",Peter Firth,Risen ,12276,389,María Botto,2,biblical|crucifixion|judea|resurrection|roman soldier,http://www.imdb.com/title/tt3231054/?ref_=fn_tt_tt_1,117,English,USA,PG-13,20000000,2016,76,6.3,2.35,21000
Todd Strauss-Schulson,Emerson College,,161,90,12,587,Thomas Lennon,786,35033759,"['Adventure', 'Comedy']",Patton Oswalt,A Very Harold & Kumar 3D Christmas ,55008,2462,Paula Garcés,4,christmas|christmas tree|fire|new york city|stoner,http://www.imdb.com/title/tt1268799/?ref_=fn_tt_tt_1,93,English,USA,R,19000000,2011,651,6.3,2.35,21000
Shana Feste,"University of Texas, Austin",,98,104,19,942,Bruce Greenwood,15000,23393765,"['Drama', 'Romance']",Alex Pettyfer,Endless Love ,31323,18760,Rhys Wakefield,0,brother sister relationship|high school graduation|love|sparkler|unfaithful husband,http://www.imdb.com/title/tt2318092/?ref_=fn_tt_tt_1,76,English,USA,PG-13,20000000,2014,989,6.3,2.35,0
Mark Mylod,NaN,,151,117,20,783,Ari Graynor,11000,13987482,"['Comedy', 'Romance']",Chris Evans,What's Your Number? ,58957,15713,Ed Begley Jr.,1,ex boyfriend|morning after|prince charming|quarrel|womanizer,http://www.imdb.com/title/tt0770703/?ref_=fn_tt_tt_1,91,English,USA,R,20000000,2011,904,6,1.85,0
John Hillcoat,NaN,,214,115,214,968,Norman Reedus,14000,12626905,"['Action', 'Crime', 'Drama', 'Thriller']",Kate Winslet,Triple 9 ,32567,27214,Clifton Collins Jr.,3,betrayal|corrupt cop|heist|murder of a police officer|police detective,http://www.imdb.com/title/tt1712261/?ref_=fn_tt_tt_1,106,English,USA,R,20000000,2016,12000,6.3,2.35,0
John Wells,Carnegie Mellon University,,175,101,53,580,Omar Sy,14000,13650738,"['Comedy', 'Drama']",Bradley Cooper,Burnt ,61360,16926,Riccardo Scamarcio,1,chef|gay kiss|michelin star|restaurant|violent behavior,http://www.imdb.com/title/tt2503944/?ref_=fn_tt_tt_1,129,English,USA,R,20000000,2015,1000,6.6,2.35,25000
Paul Thomas Anderson,Emerson College,,401,148,0,175,Katherine Waterston,204,8093318,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance']",Martin Dew,Inherent Vice ,61935,707,Serena Scott Thomas,0,1960s|based on novel|ex boyfriend ex girlfriend relationship|southern california|voice over narration,http://www.imdb.com/title/tt1791528/?ref_=fn_tt_tt_1,242,English,USA,R,20000000,2014,178,6.7,1.85,18000
Benson Lee,NaN,,65,110,9,826,Caity Lotz,997,8888355,"['Drama', 'Music']",Chris Brown,Battle of the Year ,7894,3177,Laz Alonso,19,3 dimensional|box office flop|critically bashed|dancing,http://www.imdb.com/title/tt1532958/?ref_=fn_tt_tt_1,25,English,USA,PG-13,20000000,2013,941,5,1.85,0
Michael Apted,University of Cambridge,,116,116,150,956,Abigail Spencer,18000,6002756,"['Biography', 'Drama', 'Sport']",Gerard Butler,Chasing Mavericks ,24997,21200,Leven Rambin,2,box office flop|no opening credits|surfing|two word title|year 1987,http://www.imdb.com/title/tt1629757/?ref_=fn_tt_tt_1,75,English,USA,PG,20000000,2012,1000,7.2,1.85,13000
J.C. Chandor,The College of Wooster,,350,125,78,745,Ashley Williams,1000,5749134,"['Action', 'Crime', 'Drama', 'Thriller']",David Oyelowo,A Most Violent Year ,45799,3979,Albert Brooks,0,american dream|immigrant|new york city|oil|violence,http://www.imdb.com/title/tt2937898/?ref_=fn_tt_tt_1,180,English,USA,R,20000000,2014,969,7,2.35,0
Mabrouk El Mechri,NaN,,119,93,19,619,Bruce Willis,15000,3749061,"['Action', 'Thriller']",Henry Cavill,The Cold Light of Day ,28629,30134,Óscar Jaenada,3,driving a car down stairs|duct tape gag|held captive|murder of a police officer|sailing,http://www.imdb.com/title/tt1366365/?ref_=fn_tt_tt_1,113,English,USA,PG-13,20000000,2012,13000,4.9,2.35,0
Angelo Pizzo,Indiana University,,27,118,14,400,Finn Wittrock,2000,2246000,"['Biography', 'Drama', 'Sport']",Donny Boaz,Courage ,2302,3384,Brent Anderson,4,coach|football|football movie|football team|high school sweethearts,http://www.imdb.com/title/tt3719896/?ref_=fn_tt_tt_1,20,English,USA,PG,20000000,2015,769,7,2.35,0
Angelina Jolie Pitt,New York University,,131,122,11000,188,Angelina Jolie Pitt,11000,531009,"['Drama', 'Romance']",Brad Pitt,By the Sea ,7976,22319,Melvil Poupaud,0,cheating wife|cigarette smoking|male in shower|male nudity|male rear nudity,http://www.imdb.com/title/tt3707106/?ref_=fn_tt_tt_1,61,English,USA,R,10000000,2015,11000,5.3,2.35,0
Jake Kasdan,Hampshire College,,286,97,52,384,John Michael Higgins,3000,100292856,['Comedy'],Justin Timberlake,Bad Teacher ,160418,5547,Phyllis Smith,0,boob job|breast enlargement|breast surgery|cheating on a test|ejaculation,http://www.imdb.com/title/tt1284575/?ref_=fn_tt_tt_1,296,English,USA,R,20000000,2011,957,5.7,1.85,16000
Brian Percival,NaN,,252,131,33,326,Sophie Nélisse,876,21483154,"['Drama', 'War']",Emily Watson,The Book Thief ,98741,1985,Roger Allam,1,basement|book|girl|library|track,http://www.imdb.com/title/tt0816442/?ref_=fn_tt_tt_1,236,English,USA,PG-13,19000000,2013,526,7.6,2.35,53000
Michael Dowse,Canada,,136,97,31,562,Michael Biehn,2000,6923891,"['Comedy', 'Drama', 'Romance']",Topher Grace,Take Me Home Tonight ,43867,5519,Dan Fogler,4,friend|night|party|sex scene|sister,http://www.imdb.com/title/tt0810922/?ref_=fn_tt_tt_1,83,English,USA,R,23000000,2011,2000,6.3,2.35,0
Nicholas Stoller,Harvard University,,351,97,89,329,Carla Gallo,920,150056505,['Comedy'],Craig Roberts,Neighbors ,216581,2771,Ike Barinholtz,3,broken leg|friendship|jewish|topless female nudity|urination,http://www.imdb.com/title/tt2004420/?ref_=fn_tt_tt_1,397,English,USA,R,18000000,2014,798,6.4,2.35,21000
Vic Armstrong,NaN,,169,110,179,734,Lea Thompson,12000,13998282,"['Action', 'Drama', 'Fantasy', 'Mystery', 'Thriller']",Nicolas Cage,Left Behind ,24854,15044,Quinton Aaron,1,bible quote|chaos|faith|riot|shrine,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1,374,English,USA,PG-13,16000000,2014,1000,3.1,2.35,31000
Kirk Jones,"University of Wales,UK",,156,94,52,261,Louis Mandylor,567,59573085,"['Comedy', 'Family', 'Romance']",Nia Vardalos,My Big Fat Greek Wedding 2 ,13562,2259,Joey Fatone,10,family restaurant|greek|remarriage|suburb|wedding,http://www.imdb.com/title/tt3760922/?ref_=fn_tt_tt_1,103,English,USA,PG-13,18000000,2016,312,6.1,2.35,19000
David Bowers,UK,,103,99,42,557,Rachael Harris,975,52691009,"['Comedy', 'Family']",Zachary Gordon,Diary of a Wimpy Kid: Rodrick Rules ,18727,3567,Fran Kranz,2,brother|middle school|no opening credits|photograph|school,http://www.imdb.com/title/tt1650043/?ref_=fn_tt_tt_1,45,English,USA,PG,21000000,2011,569,6.6,2.35,0
Alejandro G. Iñárritu,"Universidad Iberoamericana, MX",,588,119,0,529,Naomi Watts,15000,42335698,"['Comedy', 'Drama', 'Romance']",Emma Stone,Birdman or (The Unexpected Virtue of Ignorance) ,395087,21668,Merritt Wever,8,actor|artist|broadway play|replacement|stage,http://www.imdb.com/title/tt2562232/?ref_=fn_tt_tt_1,1101,English,USA,R,18000000,2014,6000,7.8,1.85,114000
Woody Allen,New York University,,415,98,11000,218,Charlie Tahan,594,33404871,['Drama'],Sally Hawkins,Blue Jasmine ,150082,1353,Andrew Dice Clay,1,congenital liar|mental breakdown|self deception|snob|talking to oneself,http://www.imdb.com/title/tt2334873/?ref_=fn_tt_tt_1,384,English,USA,PG-13,18000000,2013,268,7.3,2.35,36000
Sean McNamara,NaN,,110,106,80,723,Chris Brochu,2000,43853424,"['Biography', 'Drama', 'Family', 'Sport']",Dennis Quaid,Soul Surfer ,35514,5024,Craig T. Nelson,1,christian|christian film|shark|surfer|surfing,http://www.imdb.com/title/tt1596346/?ref_=fn_tt_tt_1,114,English,USA,PG,18000000,2011,795,7.1,2.35,15000
Jessie Nelson,"University of California, Satna Cruz",,97,107,24,85,Alex Borstein,10000,26284475,['Comedy'],Olivia Wilde,Love the Coopers ,9051,10691,Timothée Chalamet,13,christmas|family dinner|husband wife conflict|husband wife kiss|large family,http://www.imdb.com/title/tt2279339/?ref_=fn_tt_tt_1,68,English,USA,PG-13,17000000,2015,566,5.7,2.35,0
